"002100190002";2;0;0;00
"002100190074";1;4;3;04
"002100190126";1;9;3;00
"002100190134";5;0;0;00
"002100190147";5;0;0;00
"002100190188";1;4;3;00
"002100190238";1;0;0;00
"002100190250";2;2;3;00
"002100190291";1;1;1;04
"002100190294";3;1;1;01
"002100190306";1;1;1;01
"002100190308";1;2;4;00
"002100190310";2;1;1;04
"002100190326";2;1;1;04
"002100190327";1;2;3;00
"002100190354";1;9;3;04
"002100190361";2;1;1;04
"002100190407";2;1;1;04
"002100190425";5;0;0;00
"002100190471";2;2;3;03
"002100190486";2;2;3;00
"002100190605";1;9;3;00
"002100190609";5;0;0;00
"002100190631";2;1;1;04
"002100190645";2;3;4;02
"002100190678";1;1;1;04
"002100190681";3;2;6;02
"002100190682";2;1;1;01
"002100190683";2;1;1;01
"002100190684";2;9;6;04
"002100190734";5;0;0;00
"002100190736";3;1;1;04
"002100190745";2;9;5;00
"002100190838";5;0;0;00
"002100190841";2;1;1;04
"002100190843";2;1;1;00
"002100190870";2;9;3;02
"002100190976";2;2;3;02
"002100191063";5;0;0;00
"002100191077";1;2;3;04
"002100191085";2;1;1;00
"002100191108";2;2;3;00
"002100191119";3;2;0;10
"002100191122";5;0;0;00
"002100191124";5;0;0;00
"002100191145";1;1;1;04
"002100191185";1;2;3;00
"002100191197";2;1;1;04
"002100191204";5;0;0;00
"002100191280";1;1;1;07
"002100191321";1;1;1;04
"002100191324";2;1;1;01
"002100191377";2;1;1;04
"002100191390";2;1;1;01
"002100191412";2;1;1;04
"002100191510";3;2;3;00
"002100191532";5;0;0;00
"002100191548";1;1;1;00
"002100191593";2;1;1;04
"002100191594";1;9;7;00
"002100191601";2;1;1;04
"002100191612";2;1;1;00
"002100191657";5;0;0;00
"002100191663";1;2;3;03
"002100191705";2;9;3;03
"002100191821";2;1;1;04
"002100191937";1;9;4;00
"002100191945";2;1;1;01
"002100191977";3;1;2;10
"002100192011";2;4;1;04
"002100192064";1;5;6;07
"002100192080";1;1;1;01
"002100192089";2;1;1;04
"002100192205";1;1;1;07
"002100192211";1;9;3;03
"002100192225";2;1;1;07
"002100192296";5;0;0;00
"002100192393";5;0;0;00
"002100192412";1;1;1;00
"002100192498";1;9;3;00
"002100192512";1;9;3;00
"002100192537";2;2;4;02
"002100192605";2;1;1;00
"002100192614";3;2;3;02
"002100192616";1;1;1;01
"002100192669";2;1;7;09
"002100192675";2;1;3;02
"002100192722";1;2;3;03
"002100192730";1;2;1;10
"002100192742";3;2;3;00
"002100192751";2;1;1;00
"002100192783";1;9;3;10
"002100192809";2;1;1;04
"002100192831";2;1;1;01
"002100192842";5;0;0;00
"002100192868";5;0;0;00
"002100192942";5;0;0;00
"002100192971";1;1;1;04
"002100192997";2;1;3;04
"002100193001";2;1;1;04
"002100193055";5;0;0;00
"002100193062";3;1;1;01
"002100193150";1;9;3;02
"002100193190";3;3;2;00
"002100193216";2;9;7;00
"002100193248";2;2;0;00
"002100193336";2;1;1;04
"002100193400";1;1;1;04
"002100193541";2;1;1;04
"002100193586";2;2;3;02
"002100193605";5;0;0;00
"002100193633";1;1;1;04
"002100193644";1;1;1;04
"002100193710";2;2;3;00
"002100193741";2;1;1;10
"002100193757";1;1;1;04
"002100193762";5;0;0;00
"002100193794";3;2;3;00
"002100193816";2;1;1;04
"002100193837";1;2;7;00
"002100193898";3;2;3;00
"002100193943";1;2;3;00
"002100193949";1;4;1;04
"002100194014";1;9;0;00
"002100194018";2;1;1;04
"002100194024";1;9;3;00
"002100194153";1;9;3;00
"002100194172";3;2;6;04
"002100194178";3;2;3;00
"002100194242";2;1;1;00
"002100194262";2;3;2;04
"002100194290";5;0;0;00
"002100194316";3;1;1;01
"002100194319";3;4;3;10
"002100194328";2;1;1;04
"002100194405";1;9;3;02
"002100194416";1;2;3;00
"002100194464";2;1;1;01
"002100194532";2;1;1;06
"002100194542";3;1;1;04
"002100194639";2;1;1;01
"002100194668";1;1;1;01
"002100194675";5;0;0;00
"002100194682";3;2;3;02
"002100194697";1;2;6;00
"002100194729";3;2;3;02
"002100194912";3;1;1;04
"002100194944";1;2;6;00
"002100194956";1;1;1;00
"002100195008";5;0;0;00
"002100195021";2;0;3;04
"002100195075";1;2;3;00
"002100195113";3;2;3;02
"002100195164";3;1;1;07
"002100195286";1;1;6;00
"002100195400";1;2;3;10
"002100195419";2;1;1;00
"002100195446";2;2;3;00
"002100195520";3;1;1;00
"002100195553";1;1;1;01
"002100195611";1;1;3;00
"002100195631";1;9;3;00
"002100195713";3;1;1;05
"002100195831";1;1;2;10
"002100195893";2;4;4;10
"002100195894";2;0;1;00
"002100195904";1;9;3;10
"002100195985";1;1;3;03
"002100196010";1;0;1;04
"002100196025";3;2;5;00
"002100196046";2;1;1;04
"002100196133";2;1;1;00
"002100196277";1;1;3;10
"002100196278";1;1;1;04
"002100196300";3;1;1;00
"002100196434";1;1;1;10
"002100196453";1;1;2;10
"002100196505";2;1;1;07
"002100196518";1;2;3;04
"002100196519";3;2;3;00
"002100196552";3;2;3;00
"002100196592";2;1;1;00
"002100196599";2;2;4;00
"002100196614";2;1;1;07
"002100196631";1;2;3;00
"002100196640";2;4;5;10
"002100196654";1;2;3;00
"002100196718";2;2;3;03
"002100196744";2;2;3;00
"002100196757";1;1;1;00
"002100196764";2;2;5;00
"002100196798";1;1;1;04
"002100196830";2;1;1;06
"002100196850";2;1;1;01
"002100196958";5;0;0;00
"002100196959";5;0;0;00
"002100196992";5;0;0;00
"002100197032";1;1;1;04
"002100197087";2;1;1;04
"002100197101";2;1;3;10
"002100197180";2;2;5;10
"002100197187";2;1;1;00
"002100197256";1;9;3;10
"002100197378";1;1;1;00
"002100197442";1;1;1;01
"002100197451";1;9;3;00
"002100197551";1;1;1;00
"002100197555";1;9;4;04
"002100197666";1;1;1;04
"002100197680";5;0;0;00
"002100197698";1;2;3;00
"002100197700";5;0;0;00
"002100197708";1;2;3;00
"002100197710";1;2;3;00
"002100197726";5;0;0;00
"002100197802";1;1;0;02
"002100197912";1;1;3;10
"002100197915";2;1;1;07
"002100197916";2;2;6;09
"002100197927";1;0;3;00
"002100197962";2;1;1;04
"002100197994";1;2;3;04
"002100198029";3;2;5;00
"002100198037";1;2;3;04
"002100198042";2;2;3;00
"002100198205";1;2;3;00
"002100198227";1;1;1;02
"002100198289";2;1;3;05
"002100198291";2;1;1;00
"002100198292";2;2;7;05
"002100198422";2;4;3;00
"002100198537";1;9;2;10
"002100198577";1;9;7;00
"002100198657";3;2;3;10
"002100198706";1;2;3;00
"002100198723";1;1;1;01
"002100198746";3;2;7;00
"002100198773";2;1;1;00
"002100198787";1;1;1;08
"002100198807";1;2;4;00
"002100198830";1;9;1;04
"002100198840";5;0;0;00
"002100198842";3;1;1;01
"002100198869";2;2;3;04
"002100198887";2;1;1;04
"002100198933";5;0;0;00
"002100198967";1;1;0;00
"002100199090";2;1;1;04
"002100199117";2;2;3;00
"002100199177";2;2;2;03
"002100199184";3;2;3;00
"002100199236";1;9;3;00
"002100199243";3;1;1;01
"002100199310";1;2;3;00
"002100199315";2;2;3;02
"002100199329";3;1;1;04
"002100199367";1;9;5;00
"002100199382";1;2;7;00
"002100199440";3;2;3;02
"002100199572";3;1;3;02
"002100199599";2;2;3;00
"002100199608";1;2;3;02
"002100199696";1;9;7;00
"002100199742";2;9;7;00
"002100199751";5;0;0;00
"002100199801";3;2;2;10
"002100199803";5;0;0;00
"003100190013";2;2;3;00
"003100190052";3;1;1;04
"003100190090";2;1;1;04
"003100190100";2;2;3;00
"003100190134";1;9;1;04
"003100190140";2;0;0;00
"003100190199";3;1;1;04
"003100190227";1;9;3;00
"003100190257";5;0;0;00
"003100190329";3;2;3;00
"003100190406";2;1;1;04
"003100190408";1;2;3;02
"003100190520";3;1;3;00
"003100190536";2;1;1;03
"003100190552";2;1;1;01
"003100190574";5;0;0;00
"003100190596";2;1;1;04
"003100190696";1;2;3;00
"003100190772";2;1;1;04
"003100190793";1;1;1;04
"003100190892";1;2;3;00
"003100190923";1;4;2;03
"003100190931";5;0;0;00
"003100190936";1;2;3;02
"003100190979";1;9;3;00
"003100191010";2;1;1;04
"003100191019";2;1;1;01
"003100191037";2;1;1;04
"003100191119";1;1;1;04
"003100191172";1;1;1;04
"003100191226";2;1;0;10
"003100191227";2;1;1;04
"003100191275";1;9;3;00
"003100191378";2;1;1;00
"003100191435";1;4;1;04
"003100191448";3;2;3;04
"003100191470";1;2;3;00
"003100191478";2;1;1;00
"003100191488";2;1;1;04
"003100191535";2;2;3;00
"003100191638";2;2;7;00
"003100191724";5;0;0;00
"003100191881";2;9;0;00
"003100191894";1;1;0;10
"003100191908";2;1;0;04
"003100191979";5;0;0;00
"003100192073";5;0;0;00
"003100192075";1;2;3;00
"003100192163";1;1;0;07
"003100192195";1;4;3;00
"003100192229";2;1;1;01
"003100192313";5;0;0;00
"003100192325";3;2;2;10
"003100192344";2;1;1;00
"003100192352";2;1;1;01
"003100192397";1;0;0;00
"003100192398";1;9;4;00
"003100192443";1;1;1;04
"003100192448";1;2;3;00
"003100192449";5;0;0;00
"003100192460";2;1;0;04
"003100192461";2;1;1;04
"003100192487";2;2;3;00
"003100192551";2;1;1;07
"003100192562";1;2;3;00
"003100192650";1;1;4;05
"003100192787";2;1;1;01
"003100192792";1;2;3;00
"003100192806";2;1;1;01
"003100192828";2;2;4;00
"003100192941";5;0;0;00
"003100192983";2;2;2;00
"003100193028";1;1;1;04
"003100193044";5;0;0;00
"003100193101";5;0;0;00
"003100193121";3;1;8;00
"003100193154";2;1;0;04
"003100193162";1;4;1;04
"003100193190";2;1;1;04
"003100193203";2;1;1;04
"003100193441";2;2;3;02
"003100193461";1;1;1;01
"003100193509";1;1;3;03
"003100193585";1;2;3;10
"003100193628";3;1;3;10
"003100193645";2;1;1;04
"003100193716";2;2;4;02
"003100193801";2;1;1;07
"003100193828";5;0;0;00
"003100193849";2;1;1;01
"003100193856";1;4;1;01
"003100193877";5;0;0;00
"003100193892";3;1;1;04
"003100193911";2;1;1;00
"003100193934";1;1;0;00
"003100193975";2;1;1;04
"003100194019";1;1;0;00
"003100194084";2;1;1;04
"003100194097";1;9;2;03
"003100194226";1;0;5;00
"003100194234";1;9;3;03
"003100194295";3;1;1;04
"003100194315";1;2;3;00
"003100194321";2;1;1;01
"003100194322";2;1;1;01
"003100194344";3;1;1;01
"003100194349";2;1;1;00
"003100194366";5;0;0;00
"003100194414";1;9;1;01
"003100194418";5;0;0;00
"003100194482";1;1;1;00
"003100194519";2;1;1;01
"003100194541";2;1;1;00
"003100194590";2;1;1;01
"003100194669";1;9;3;00
"003100194708";1;1;1;04
"003100194711";3;2;3;00
"003100194719";5;0;0;00
"003100194763";1;2;3;00
"003100194770";1;1;1;01
"003100194846";1;1;1;04
"003100194854";5;0;0;00
"003100194948";2;3;2;04
"003100194959";1;2;2;05
"003100194988";5;0;0;00
"003100194999";1;2;3;10
"003100195013";1;1;1;00
"003100195020";3;1;3;10
"003100195109";2;1;1;04
"003100195130";1;1;1;04
"003100195138";1;1;1;04
"003100195155";2;1;1;07
"003100195184";1;1;1;00
"003100195253";3;2;3;04
"003100195274";2;1;1;04
"003100195277";2;1;1;02
"003100195278";5;0;0;00
"003100195297";2;8;5;00
"003100195349";1;2;3;00
"003100195361";1;1;1;04
"003100195463";1;1;3;10
"003100195479";2;1;1;04
"003100195499";2;1;1;00
"003100195511";2;9;4;00
"003100195519";1;9;7;00
"003100195592";2;2;3;06
"003100195629";2;2;3;10
"003100195664";1;1;1;01
"003100195667";2;2;4;00
"003100195699";2;1;1;01
"003100195756";5;0;0;00
"003100195787";2;1;0;04
"003100195889";1;2;3;02
"003100195905";2;1;1;03
"003100195933";1;1;1;01
"003100195936";1;1;1;04
"003100196058";3;1;1;07
"003100196121";2;9;7;10
"003100196129";5;0;0;00
"003100196194";1;1;3;00
"003100196229";1;2;3;00
"003100196260";3;2;3;06
"003100196329";2;2;3;00
"003100196333";3;1;1;04
"003100196335";2;1;1;00
"003100196386";2;1;1;04
"003100196408";1;1;1;04
"003100196527";1;1;3;10
"003100196541";1;1;1;04
"003100196542";2;1;1;01
"003100196543";1;2;3;00
"003100196576";2;1;1;00
"003100196579";5;0;0;00
"003100196597";1;9;6;07
"003100196658";1;1;1;04
"003100196678";2;1;1;04
"003100196730";1;0;1;00
"003100196746";1;1;0;10
"003100196749";2;1;1;01
"003100196764";2;1;1;10
"003100196831";2;1;1;08
"003100196868";1;1;1;00
"003100196973";5;0;0;00
"003100197021";2;1;1;04
"003100197043";3;1;1;01
"003100197063";1;1;1;00
"003100197166";2;1;1;01
"003100197173";5;0;0;00
"003100197174";1;3;7;05
"003100197209";2;1;1;00
"003100197246";1;1;1;00
"003100197290";2;1;1;04
"003100197295";5;0;0;00
"003100197302";5;0;0;00
"003100197330";2;9;5;06
"003100197383";1;1;1;00
"003100197394";1;2;3;10
"003100197402";2;1;0;00
"003100197453";1;1;1;04
"003100197495";1;1;1;01
"003100197608";1;9;5;10
"003100197643";1;2;3;00
"003100197728";3;1;3;10
"003100197739";1;1;1;00
"003100197751";1;2;3;06
"003100197781";2;9;3;00
"003100197787";1;2;3;00
"003100197811";2;1;1;04
"003100197966";2;1;1;00
"003100198001";1;2;3;10
"003100198038";1;1;1;07
"003100198040";1;2;3;00
"003100198083";1;1;4;04
"003100198112";2;2;3;10
"003100198138";1;1;1;01
"003100198152";5;0;0;00
"003100198169";2;1;2;04
"003100198202";1;1;1;08
"003100198214";2;1;1;04
"003100198258";2;1;1;04
"003100198301";1;0;3;02
"003100198315";3;2;2;10
"003100198343";5;0;0;00
"003100198368";3;2;3;00
"003100198371";1;9;7;00
"003100198381";5;0;0;00
"003100198389";1;9;2;00
"003100198391";1;1;1;04
"003100198392";2;2;5;00
"003100198450";2;1;3;03
"003100198453";1;1;7;10
"003100198455";3;1;0;02
"003100198462";2;0;0;04
"003100198466";1;1;1;04
"003100198472";5;0;0;00
"003100198494";5;0;0;00
"003100198586";3;1;1;04
"003100198746";1;4;1;01
"003100198752";1;9;3;00
"003100198768";2;1;1;04
"003100198805";3;1;3;02
"003100198834";2;2;4;00
"003100198932";2;1;3;00
"003100198945";3;1;1;04
"003100198994";3;2;3;00
"003100199024";2;1;1;04
"003100199025";3;1;1;04
"003100199036";1;9;3;00
"003100199040";1;9;3;00
"003100199042";2;9;3;02
"003100199051";2;1;1;04
"003100199075";2;1;1;00
"003100199084";2;1;1;04
"003100199093";2;1;1;04
"003100199097";2;1;1;00
"003100199111";3;2;7;03
"003100199128";1;1;3;00
"003100199133";5;0;0;00
"003100199228";3;1;1;04
"003100199230";2;1;1;01
"003100199257";2;1;1;07
"003100199267";1;1;3;04
"003100199283";5;0;0;00
"003100199286";2;1;3;01
"003100199289";1;1;1;04
"003100199301";1;1;1;04
"003100199317";1;2;7;06
"003100199333";3;1;1;04
"003100199349";2;1;1;01
"003100199354";2;1;1;00
"003100199360";1;2;2;10
"003100199391";1;1;1;04
"003100199404";1;0;0;10
"003100199421";2;2;1;04
"003100199430";5;0;0;00
"003100199489";2;2;7;10
"003100199558";5;0;0;00
"003100199609";2;2;2;04
"003100199626";1;1;2;10
"003100199700";5;0;0;00
"003100199712";1;9;1;04
"003100199769";5;0;0;00
"003100199779";3;1;1;01
"003100199792";3;1;1;01
"003100199798";3;1;1;04
"003100199803";2;1;2;10
"003100199825";2;1;1;04
"003100199858";2;1;1;04
"003100199993";2;2;2;02
"004100190170";2;9;3;00
"004100190184";1;2;3;00
"004100190235";5;0;0;00
"004100190236";2;1;3;10
"004100190250";3;2;2;02
"004100190252";2;1;1;00
"004100190370";2;1;1;04
"004100190377";3;2;7;02
"004100190424";5;0;0;00
"004100190433";1;1;1;04
"004100190513";1;2;3;00
"004100190547";1;9;3;02
"004100190611";1;4;6;00
"004100190618";2;1;1;04
"004100190655";2;1;1;04
"004100190660";2;1;1;04
"004100190664";2;3;2;00
"004100190674";1;9;1;00
"004100190755";1;1;3;10
"004100190801";2;3;2;00
"004100190833";3;1;1;04
"004100190854";5;0;0;00
"004100190866";2;1;5;04
"004100190890";2;1;2;10
"004100190918";1;2;3;00
"004100190940";3;2;3;10
"004100190955";2;1;1;10
"004100190963";3;0;0;00
"004100190977";2;1;1;00
"004100190990";5;0;0;00
"004100191023";1;9;5;00
"004100191030";2;1;3;10
"004100191047";1;5;0;02
"004100191063";1;9;2;00
"004100191064";1;4;2;04
"004100191077";2;1;1;00
"004100191121";2;1;1;00
"004100191146";1;9;7;00
"004100191165";1;1;1;04
"004100191175";2;2;1;00
"010040190182";1;1;3;00
"010040190385";1;0;3;00
"010042192368";1;1;0;00
"010042192422";1;1;1;00
"010044194316";1;0;0;00
"010106190045";3;2;7;06
"010106190049";2;1;1;04
"010106190067";1;0;0;09
"010106190083";2;1;3;10
"010106190084";1;1;1;04
"010106190087";2;1;1;04
"010106190171";1;1;0;00
"010106190180";5;1;1;00
"010106190213";1;9;3;10
"010106190228";2;1;0;10
"010106190302";1;1;1;10
"010106190415";2;1;1;08
"010106190422";2;1;1;04
"010106190430";1;1;1;10
"010106190434";3;1;5;10
"010106190506";1;9;0;00
"010106190553";2;1;1;08
"010106190598";3;1;1;04
"010106190644";2;1;1;07
"010106190743";1;1;0;06
"010106190749";1;9;1;04
"010106190759";1;1;1;00
"010106190863";1;1;1;00
"010106190961";2;1;1;08
"010106191020";1;9;3;00
"010106191114";1;1;3;04
"010106191140";1;1;3;04
"010106191307";2;2;3;10
"010106191391";4;1;1;07
"010106191402";2;1;1;10
"010106191425";2;1;3;10
"010106191433";1;1;1;08
"010206190026";2;2;7;04
"010206190030";5;1;1;04
"010206190034";3;1;3;03
"010206190039";2;1;1;01
"010206190076";1;1;1;10
"010206190091";3;2;3;10
"010206190096";2;2;3;00
"010206190121";3;2;3;10
"010206190129";3;1;1;04
"010206190179";2;1;5;02
"010206190254";2;1;1;00
"010206190270";3;1;1;04
"010206190318";1;1;1;04
"010206190322";5;1;1;07
"010206190342";3;1;3;10
"010206190371";2;1;1;00
"010206190388";2;1;7;04
"010206190392";1;9;3;08
"010206190474";2;1;1;00
"010206190476";2;1;1;06
"010206190557";5;0;0;00
"010206190562";2;1;1;04
"010206190623";2;0;3;10
"010206190698";2;1;1;10
"010206190763";1;4;1;00
"010206190768";1;1;0;00
"010206190770";3;2;4;00
"010306190015";2;1;1;04
"010306190034";2;1;1;04
"010306190058";2;1;1;04
"010306190061";1;9;0;09
"010306190072";2;1;1;04
"010306190085";1;9;1;04
"010306190096";1;1;1;00
"010306190119";3;2;3;06
"010306190129";1;9;1;10
"010306190130";2;1;1;01
"010306190150";4;1;1;04
"010306190154";2;1;0;04
"010306190171";1;1;3;10
"010306190194";4;1;1;01
"010306190200";3;0;3;05
"010306190230";1;1;1;00
"010306190245";1;1;1;01
"010306190247";1;0;3;10
"010306190346";1;0;4;10
"010306190348";1;1;1;10
"010306190349";2;1;1;01
"010306190357";1;1;1;00
"010306190374";3;1;3;06
"010306190403";5;0;0;10
"010306190479";2;1;1;04
"010306190480";3;1;1;08
"010306190488";5;1;2;10
"010306190509";2;1;1;00
"010306190572";3;1;3;04
"010306190585";2;1;1;04
"010306190615";1;1;1;00
"010306190843";2;1;1;04
"010306190849";1;1;1;04
"010306190854";3;2;3;10
"010306190906";1;9;3;10
"010306190925";2;1;1;04
"010306190973";5;1;1;04
"010306190989";2;1;1;04
"010306190990";3;1;1;04
"010306190993";1;4;1;04
"010306191004";3;1;2;05
"010306191018";2;9;7;00
"010306191030";5;1;1;04
"010306191040";1;1;1;04
"010306191051";3;1;1;04
"010306191082";2;1;1;00
"010306191085";2;1;1;04
"010306191086";2;1;1;04
"010306191102";2;1;1;04
"010306191119";1;1;1;01
"010306191128";2;1;5;04
"010306191129";3;1;0;04
"010306191156";2;1;1;10
"010306191167";3;1;1;04
"010406190011";1;1;1;01
"010406190057";1;1;7;04
"010406190062";3;2;2;06
"010406190071";1;9;0;10
"010406190102";2;1;1;04
"010406190147";1;1;1;08
"010406190200";5;1;1;09
"010406190281";1;5;3;00
"010406190291";3;1;7;01
"010406190354";3;1;1;04
"010406190400";1;1;1;04
"010406190433";5;1;1;04
"010406190457";4;1;1;04
"010406190471";1;5;2;10
"010406190475";3;1;3;10
"010406190478";1;1;1;07
"010406190539";2;1;1;00
"010406190623";1;1;1;00
"010406190693";2;1;1;04
"010406190695";2;1;1;00
"010406190707";1;9;1;08
"010406190724";3;1;7;04
"010406190735";1;9;0;00
"010406190736";1;1;1;00
"010406190784";3;1;5;10
"010406190788";3;2;7;00
"010406190826";2;1;1;04
"010406190856";1;1;1;04
"010406190931";2;1;1;04
"010406190933";2;1;1;04
"010406190967";3;1;3;10
"010406190990";2;1;1;04
"010406191047";1;1;1;00
"010406191048";3;1;1;04
"010506190031";2;1;1;04
"010506190149";1;1;2;04
"010506190158";1;1;3;10
"010506190172";3;1;5;06
"010506190323";2;0;0;00
"010506190358";3;2;7;04
"010506190385";2;1;3;04
"010506190386";1;1;1;04
"010506190558";2;1;3;10
"010506190595";3;1;1;08
"010506190627";3;2;7;00
"010506190630";5;1;1;10
"010506190696";3;1;3;00
"010506190740";3;2;7;04
"010506190745";3;1;1;04
"010506190818";4;1;1;04
"010506190824";1;1;0;10
"010506190825";2;0;1;04
"010506190872";3;1;1;05
"010506190894";2;1;1;04
"010506190906";2;1;1;04
"010506190919";2;1;1;08
"010606190006";1;0;0;00
"010606190018";1;1;1;09
"010606190053";1;1;1;10
"010606190080";4;1;1;04
"010606190134";3;2;7;10
"010606190154";3;1;5;10
"010606190188";5;1;1;04
"010606190241";3;2;3;10
"010606190285";3;1;3;04
"010606190375";3;1;5;05
"010606190407";5;1;0;00
"010606190412";1;1;1;04
"010606190454";1;1;1;00
"010606190475";1;1;0;00
"010606190588";3;1;3;00
"010606190676";1;1;1;00
"010606190818";2;1;1;04
"010606190879";1;1;0;10
"010606190926";2;1;0;00
"010606190957";2;1;1;00
"010706190106";1;1;1;01
"010706190238";2;1;1;04
"010706190257";3;1;7;10
"010706190290";2;1;1;03
"010706190324";2;1;1;03
"010706190334";1;1;1;04
"010706190386";1;1;1;10
"010706190403";1;1;0;02
"010706190473";1;1;1;00
"010706190476";1;0;1;04
"010706190480";3;1;1;04
"010706190595";2;1;2;06
"010706190688";3;2;3;06
"010706190722";2;1;1;00
"010706190754";3;1;3;10
"010706190768";5;1;1;04
"010706190912";1;1;1;06
"010706190919";1;9;2;00
"010706190933";3;1;6;00
"010706190973";2;1;2;10
"010706191023";1;1;1;00
"010706191095";3;2;5;02
"010706191099";2;1;3;06
"010706191116";2;2;2;10
"010706191187";2;0;0;00
"010706191304";5;1;1;04
"010706191327";1;1;1;04
"010706191455";1;8;1;04
"010706191488";1;9;5;09
"010706191547";3;2;3;10
"010706191566";1;1;3;10
"010706191583";2;1;1;00
"010706191585";5;1;1;07
"010706191599";2;1;1;00
"010706191647";3;2;3;10
"010706191654";2;1;1;04
"010706191687";1;9;1;04
"010706191688";2;1;1;00
"010706191693";2;1;1;04
"010706191697";2;2;1;10
"010706191701";2;1;1;01
"010706191775";1;1;1;04
"010706191791";3;1;1;04
"010806190012";2;1;1;04
"010806190026";2;1;1;04
"010806190090";2;1;1;08
"010806190167";3;1;7;04
"010806190354";3;2;2;04
"010806190358";1;1;1;09
"010806190381";2;1;0;09
"010806190420";1;1;1;00
"010806190445";5;0;0;00
"010806190473";2;1;1;04
"010806190491";1;1;1;00
"010806190518";1;1;3;04
"010806190549";2;1;3;04
"010806190556";2;1;1;04
"010806190631";5;1;1;04
"010806190652";5;1;1;08
"010806190677";3;2;2;10
"010806190763";5;1;1;04
"010806190802";2;1;0;04
"010806190856";2;1;1;04
"010806190857";2;1;1;04
"010806190868";2;1;1;04
"010806190869";1;1;1;04
"010806190890";2;4;2;10
"010806190923";2;9;0;09
"010806190941";5;1;1;09
"011106190057";1;0;0;00
"011106190109";2;1;0;10
"011106190149";2;1;1;10
"011106190229";2;1;0;08
"011106190251";2;0;0;00
"011106190258";2;1;1;04
"011106190262";3;2;2;04
"011106190391";1;1;1;04
"011106190418";3;1;1;04
"011106190427";1;6;3;02
"011106190545";2;1;5;10
"011106190802";2;1;0;00
